date,market,commodity,price
2018-01-15,Almaty,Milk,252.0
2018-01-15,Almaty,Oil (sunflower),394.0
2018-01-15,Kostanay,Potatoes,108.0
2018-01-15,Kostanay,Wheat flour (first grade),96.0
2018-01-15,Kostanay,Meat (beef),1361.0
2018-01-15,Kostanay,Milk,152.0
2018-01-15,Kostanay,Oil (sunflower),409.0
2018-01-15,Aktau,Potatoes,148.0
2018-01-15,Aktau,Wheat flour (first grade),160.0
2018-01-15,Aktau,Meat (beef),1501.0
2018-02-15,Nur-Sultan,Potatoes,143.0
2018-02-15,Nur-Sultan,Meat (beef),1666.0
2018-02-15,Nur-Sultan,Oil (sunflower),444.0
2018-02-15,Almaty,Potatoes,147.0
2018-02-15,Almaty,Wheat flour (first grade),162.0
2018-02-15,Almaty,Meat (beef),1643.0
2018-02-15,Almaty,Milk,252.0
2018-02-15,Almaty,Oil (sunflower),394.0
2018-02-15,Kostanay,Potatoes,113.0
2018-02-15,Kostanay,Wheat flour (first grade),96.0
2018-02-15,Kostanay,Meat (beef),1361.0
2018-02-15,Kostanay,Milk,154.0
2018-02-15,Kostanay,Oil (sunflower),407.0
2018-02-15,Aktau,Potatoes,156.0
2018-02-15,Aktau,Wheat flour (first grade),160.0
2018-02-15,Aktau,Meat (beef),1539.0
2018-03-15,Nur-Sultan,Potatoes,142.0
2018-03-15,Nur-Sultan,Meat (beef),1666.0
2018-03-15,Nur-Sultan,Oil (sunflower),444.0
2018-03-15,Almaty,Potatoes,155.0
2018-03-15,Almaty,Wheat flour (first grade),162.0
2018-03-15,Almaty,Meat (beef),1636.0
2018-03-15,Almaty,Milk,252.0
2018-03-15,Almaty,Oil (sunflower),393.0
2018-03-15,Kostanay,Potatoes,113.0
2018-03-15,Kostanay,Wheat flour (first grade),96.0
2018-03-15,Kostanay,Meat (beef),1361.0
2018-03-15,Kostanay,Milk,154.0
2018-03-15,Kostanay,Oil (sunflower),408.0
2018-03-15,Aktau,Potatoes,157.0
2018-03-15,Aktau,Wheat flour (first grade),160.0
2018-03-15,Aktau,Meat (beef),1539.0
2018-04-15,Nur-Sultan,Potatoes,141.0
2018-04-15,Nur-Sultan,Meat (beef),1677.0
2018-04-15,Nur-Sultan,Oil (sunflower),442.0
2018-04-15,Almaty,Potatoes,143.0
2018-04-15,Almaty,Wheat flour (first grade),162.0
2018-04-15,Almaty,Meat (beef),1643.0
2018-04-15,Almaty,Milk,245.0
2018-04-15,Kostanay,Potatoes,113.0
2018-04-15,Kostanay,Wheat flour (first grade),96.0
2018-04-15,Kostanay,Meat (beef),1392.0
2018-04-15,Kostanay,Milk,154.0
2018-04-15,Kostanay,Oil (sunflower),408.0
2018-04-15,Aktau,Potatoes,155.0
2018-04-15,Aktau,Meat (beef),1541.0
2018-05-15,Nur-Sultan,Potatoes,137.0
2018-05-15,Nur-Sultan,Meat (beef),1677.0
2018-05-15,Almaty,Potatoes,153.0
2018-05-15,Almaty,Wheat flour (first grade),162.0
2018-05-15,Almaty,Meat (beef),1640.0
2018-05-15,Almaty,Milk,245.0
2018-05-15,Almaty,Oil (sunflower),403.0
2018-05-15,Kostanay,Potatoes,113.0
2018-05-15,Kostanay,Meat (beef),1392.0
2018-05-15,Kostanay,Milk,154.0
2018-05-15,Kostanay,Oil (sunflower),409.0
2018-05-15,Aktau,Potatoes,158.0
2018-05-15,Aktau,Wheat flour (first grade),160.0
2018-05-15,Aktau,Meat (beef),1552.0
2018-05-15,Aktau,Oil (sunflower),450.0
2018-06-15,Nur-Sultan,Potatoes,145.0
2018-06-15,Nur-Sultan,Meat (beef),1677.0
2018-06-15,Almaty,Potatoes,145.0
2018-06-15,Almaty,Wheat flour (first grade),162.0
2018-06-15,Almaty,Meat (beef),1640.0
2018-06-15,Almaty,Milk,243.0
2018-06-15,Almaty,Oil (sunflower),399.0
2018-06-15,Kostanay,Potatoes,119.0
2018-06-15,Kostanay,Wheat flour (first grade),96.0
2018-06-15,Kostanay,Meat (beef),1403.0
2018-06-15,Kostanay,Oil (sunflower),409.0
2018-06-15,Aktau,Potatoes,170.0
2018-06-15,Aktau,Meat (beef),1557.0
2018-06-15,Aktau,Oil (sunflower),458.0
2018-07-15,Nur-Sultan,Potatoes,125.0
2018-07-15,Nur-Sultan,Meat (beef),1667.0
2018-07-15,Nur-Sultan,Oil (sunflower),444.0
2018-07-15,Almaty,Potatoes,120.0
2018-07-15,Almaty,Wheat flour (first grade),163.0
2018-07-15,Almaty,Meat (beef),1640.0
2018-07-15,Almaty,Milk,243.0
2018-07-15,Almaty,Oil (sunflower),400.0
2018-07-15,Kostanay,Potatoes,106.0
2018-07-15,Kostanay,Meat (beef),1403.0
2018-07-15,Kostanay,Milk,154.0
2018-07-15,Aktau,Potatoes,148.0
2018-07-15,Aktau,Wheat flour (first grade),164.0
2018-07-15,Aktau,Meat (beef),1557.0
2018-07-15,Aktau,Oil (sunflower),458.0
2018-08-15,Nur-Sultan,Potatoes,105.0
2018-08-15,Nur-Sultan,Meat (beef),1667.0
2018-08-15,Nur-Sultan,Oil (sunflower),440.0
2018-08-15,Almaty,Potatoes,100.0
2018-08-15,Almaty,Meat (beef),1656.0
2018-08-15,Almaty,Milk,243.0
2018-08-15,Almaty,Oil (sunflower),405.0
2018-08-15,Kostanay,Potatoes,106.0
2018-08-15,Kostanay,Wheat flour (first grade),96.0
2018-08-15,Kostanay,Meat (beef),1403.0
2018-08-15,Aktau,Potatoes,138.0
2018-08-15,Aktau,Wheat flour (first grade),164.0
2018-08-15,Aktau,Meat (beef),1557.0
2018-08-15,Aktau,Oil (sunflower),458.0
2018-09-15,Nur-Sultan,Potatoes,89.0
2018-09-15,Nur-Sultan,Meat (beef),1683.0
2018-09-15,Nur-Sultan,Oil (sunflower),457.0
2018-09-15,Almaty,Potatoes,96.0
2018-09-15,Almaty,Meat (beef),1685.0
2018-09-15,Almaty,Milk,244.0
2018-09-15,Almaty,Oil (sunflower),420.0
2018-09-15,Kostanay,Potatoes,89.0
2018-09-15,Kostanay,Wheat flour (first grade),96.0
2018-09-15,Kostanay,Meat (beef),1453.0
2018-09-15,Aktau,Potatoes,134.0
2018-09-15,Aktau,Wheat flour (first grade),163.0
2018-09-15,Aktau,Meat (beef),1566.0
2018-09-15,Aktau,Oil (sunflower),458.0
2018-10-15,Nur-Sultan,Potatoes,78.0
2018-10-15,Nur-Sultan,Meat (beef),1696.0
2018-10-15,Nur-Sultan,Oil (sunflower),425.0
2018-10-15,Almaty,Potatoes,88.0
2018-10-15,Almaty,Meat (beef),1696.0
2018-10-15,Almaty,Milk,246.0
2018-10-15,Almaty,Oil (sunflower),429.0
2018-10-15,Kostanay,Potatoes,77.0
2018-10-15,Kostanay,Meat (beef),1453.0
2018-10-15,Kostanay,Milk,150.0
2018-10-15,Kostanay,Oil (sunflower),416.0
2018-10-15,Aktau,Potatoes,124.0
2018-10-15,Aktau,Wheat flour (first grade),163.0
2018-10-15,Aktau,Meat (beef),1566.0
2018-10-15,Aktau,Oil (sunflower),463.0
2018-11-15,Nur-Sultan,Potatoes,80.0
2018-11-15,Nur-Sultan,Meat (beef),1696.0
2018-11-15,Nur-Sultan,Oil (sunflower),472.0
2018-11-15,Almaty,Potatoes,90.0
2018-11-15,Almaty,Wheat flour (first grade),171.0
2018-11-15,Almaty,Meat (beef),1696.0
2018-11-15,Almaty,Milk,250.0
2018-11-15,Kostanay,Potatoes,74.0
2018-11-15,Kostanay,Meat (beef),1481.0
2018-11-15,Kostanay,Milk,152.0
2018-11-15,Kostanay,Oil (sunflower),425.0
2018-11-15,Aktau,Potatoes,119.0
2018-11-15,Aktau,Wheat flour (first grade),172.0
2018-11-15,Aktau,Meat (beef),1620.0
2018-11-15,Aktau,Oil (sunflower),474.0
2018-12-15,Nur-Sultan,Potatoes,86.0
2018-12-15,Nur-Sultan,Wheat flour (first grade),165.0
2018-12-15,Nur-Sultan,Meat (beef),1696.0
2018-12-15,Nur-Sultan,Oil (sunflower),472.0
2018-12-15,Almaty,Potatoes,95.0
2018-12-15,Almaty,Meat (beef),1696.0
2018-12-15,Almaty,Milk,251.0
2018-12-15,Almaty,Oil (sunflower),438.0
2018-12-15,Kostanay,Potatoes,81.0
2018-12-15,Kostanay,Wheat flour (first grade),103.0
2018-12-15,Kostanay,Meat (beef),1481.0
2018-12-15,Kostanay,Milk,161.0
2018-12-15,Kostanay,Oil (sunflower),434.0
2018-12-15,Aktau,Potatoes,121.0
2018-12-15,Aktau,Meat (beef),1620.0
2018-12-15,Aktau,Oil (sunflower),479.0
2019-01-15,Nur-Sultan,Potatoes,85.0
2019-01-15,Nur-Sultan,Wheat flour (first grade),170.0
2019-01-15,Nur-Sultan,Meat (beef),1700.0
2019-01-15,Nur-Sultan,Oil (sunflower),470.0
2019-01-15,Almaty,Potatoes,99.0
2019-01-15,Almaty,Wheat flour (first grade),172.0
2019-01-15,Almaty,Meat (beef),1715.0
2019-01-15,Almaty,Milk,254.0
2019-01-15,Kostanay,Potatoes,81.0
2019-01-15,Kostanay,Wheat flour (first grade),103.0
2019-01-15,Kostanay,Meat (beef),1481.0
2019-01-15,Kostanay,Milk,161.0
2019-01-15,Kostanay,Oil (sunflower),436.0
2019-01-15,Aktau,Potatoes,122.0
2019-01-15,Aktau,Wheat flour (first grade),174.0
2019-01-15,Aktau,Meat (beef),1620.0
2019-02-15,Nur-Sultan,Potatoes,85.0
2019-02-15,Nur-Sultan,Meat (beef),1711.0
2019-02-15,Nur-Sultan,Oil (sunflower),476.0
2019-02-15,Almaty,Potatoes,97.0
2019-02-15,Almaty,Wheat flour (first grade),175.0
2019-02-15,Almaty,Meat (beef),1715.0
2019-02-15,Almaty,Milk,254.0
2019-02-15,Kostanay,Potatoes,81.0
2019-02-15,Kostanay,Wheat flour (first grade),111.0
2019-02-15,Kostanay,Meat (beef),1481.0
2019-02-15,Kostanay,Milk,161.0
2019-02-15,Kostanay,Oil (sunflower),434.0
2019-02-15,Aktau,Potatoes,120.0
2019-02-15,Aktau,Wheat flour (first grade),175.0
2019-02-15,Aktau,Meat (beef),1620.0
2019-03-15,Nur-Sultan,Potatoes,86.0
2019-03-15,Nur-Sultan,Meat (beef),1731.0
2019-03-15,Nur-Sultan,Oil (sunflower),474.0
2019-03-15,Almaty,Potatoes,101.0
2019-03-15,Almaty,Wheat flour (first grade),178.0
2019-03-15,Almaty,Meat (beef),1696.0
2019-03-15,Almaty,Milk,254.0
2019-03-15,Kostanay,Potatoes,79.0
2019-03-15,Kostanay,Wheat flour (first grade),115.0
2019-03-15,Kostanay,Meat (beef),1481.0
2019-03-15,Kostanay,Milk,161.0
2019-03-15,Kostanay,Oil (sunflower),436.0
2019-03-15,Aktau,Potatoes,120.0
2019-03-15,Aktau,Wheat flour (first grade),184.0
2019-03-15,Aktau,Meat (beef),1634.0
2019-04-15,Nur-Sultan,Potatoes,96.0
2019-04-15,Nur-Sultan,Wheat flour (first grade),194.0
2019-04-15,Nur-Sultan,Meat (beef),1735.0
2019-04-15,Nur-Sultan,Oil (sunflower),474.0
2019-04-15,Almaty,Potatoes,106.0
2019-04-15,Almaty,Wheat flour (first grade),187.0
2019-04-15,Almaty,Meat (beef),1767.0
2019-04-15,Almaty,Milk,247.0
2019-04-15,Kostanay,Potatoes,74.0
2019-04-15,Kostanay,Meat (beef),1481.0
2019-04-15,Kostanay,Milk,161.0
2019-04-15,Kostanay,Oil (sunflower),436.0
2019-04-15,Aktau,Potatoes,123.0
2019-04-15,Aktau,Wheat flour (first grade),190.0
2019-04-15,Aktau,Meat (beef),1639.0
2019-05-15,Nur-Sultan,Potatoes,109.0
2019-05-15,Nur-Sultan,Meat (beef),1758.0
2019-05-15,Almaty,Potatoes,116.0
2019-05-15,Almaty,Wheat flour (first grade),189.0
2019-05-15,Almaty,Meat (beef),1769.0
2019-05-15,Almaty,Milk,247.0
2019-05-15,Almaty,Oil (sunflower),445.0
2019-05-15,Kostanay,Potatoes,74.0
2019-05-15,Kostanay,Wheat flour (first grade),120.0
2019-05-15,Kostanay,Meat (beef),1504.0
2019-05-15,Kostanay,Oil (sunflower),441.0
2019-05-15,Aktau,Potatoes,109.0
2019-05-15,Aktau,Meat (beef),1672.0
2019-05-15,Aktau,Oil (sunflower),487.0
2019-06-15,Nur-Sultan,Potatoes,151.0
2019-06-15,Nur-Sultan,Meat (beef),1839.0
2019-06-15,Almaty,Potatoes,126.0
2019-06-15,Almaty,Meat (beef),1788.0
2019-06-15,Almaty,Milk,247.0
2019-06-15,Almaty,Oil (sunflower),442.0
2019-06-15,Kostanay,Potatoes,97.0
2019-06-15,Kostanay,Wheat flour (first grade),120.0
2019-06-15,Kostanay,Meat (beef),1504.0
2019-06-15,Kostanay,Oil (sunflower),447.0
2019-06-15,Aktau,Potatoes,150.0
2019-06-15,Aktau,Meat (beef),1678.0
2019-06-15,Aktau,Oil (sunflower),488.0
2019-07-15,Nur-Sultan,Potatoes,154.0
2019-07-15,Nur-Sultan,Meat (beef),1839.0
2019-07-15,Nur-Sultan,Oil (sunflower),469.0
2019-07-15,Almaty,Potatoes,106.0
2019-07-15,Almaty,Wheat flour (first grade),196.0
2019-07-15,Almaty,Meat (beef),1789.0
2019-07-15,Almaty,Milk,247.0
2019-07-15,Almaty,Oil (sunflower),442.0
2019-07-15,Kostanay,Potatoes,96.0
2019-07-15,Kostanay,Wheat flour (first grade),123.0
2019-07-15,Kostanay,Meat (beef),1539.0
2019-07-15,Kostanay,Milk,159.0
2019-07-15,Aktau,Potatoes,156.0
2019-07-15,Aktau,Wheat flour (first grade),197.0
2019-07-15,Aktau,Meat (beef),1678.0
2019-08-15,Nur-Sultan,Potatoes,141.0
2019-08-15,Nur-Sultan,Meat (beef),1851.0
2019-08-15,Nur-Sultan,Oil (sunflower),471.0
2019-08-15,Almaty,Potatoes,118.0
2019-08-15,Almaty,Meat (beef),2008.0
2019-08-15,Almaty,Milk,247.0
2019-08-15,Almaty,Oil (sunflower),442.0
2019-08-15,Kostanay,Potatoes,96.0
2019-08-15,Kostanay,Wheat flour (first grade),128.0
2019-08-15,Kostanay,Meat (beef),1558.0
2019-08-15,Kostanay,Milk,159.0
2019-08-15,Kostanay,Oil (sunflower),447.0
2019-08-15,Aktau,Potatoes,151.0
2019-08-15,Aktau,Wheat flour (first grade),197.0
2019-08-15,Aktau,Meat (beef),1678.0
2019-08-15,Aktau,Oil (sunflower),488.0
2019-09-15,Nur-Sultan,Potatoes,104.0
2019-09-15,Nur-Sultan,Meat (beef),1866.0
2019-09-15,Nur-Sultan,Oil (sunflower),473.0
2019-09-15,Almaty,Potatoes,113.0
2019-09-15,Almaty,Meat (beef),2064.0
2019-09-15,Almaty,Milk,247.0
2019-09-15,Almaty,Oil (sunflower),442.0
2019-09-15,Kostanay,Potatoes,80.0
2019-09-15,Kostanay,Wheat flour (first grade),130.0
2019-09-15,Kostanay,Meat (beef),1603.0
2019-09-15,Kostanay,Oil (sunflower),447.0
2019-09-15,Aktau,Potatoes,147.0
2019-09-15,Aktau,Meat (beef),1698.0
2019-09-15,Aktau,Oil (sunflower),488.0
2019-10-15,Nur-Sultan,Potatoes,104.0
2019-10-15,Nur-Sultan,Meat (beef),1923.0
2019-10-15,Nur-Sultan,Oil (sunflower),473.0
2019-10-15,Almaty,Potatoes,109.0
2019-10-15,Almaty,Wheat flour (first grade),206.0
2019-10-15,Almaty,Meat (beef),2134.0
2019-10-15,Almaty,Milk,249.0
2019-10-15,Almaty,Oil (sunflower),442.0
2019-10-15,Kostanay,Potatoes,86.0
2019-10-15,Kostanay,Meat (beef),1603.0
2019-10-15,Kostanay,Oil (sunflower),436.0
2019-10-15,Aktau,Potatoes,132.0
2019-10-15,Aktau,Wheat flour (first grade),213.0
2019-10-15,Aktau,Meat (beef),1708.0
2019-10-15,Aktau,Oil (sunflower),487.0
2019-11-15,Nur-Sultan,Potatoes,104.0
2019-11-15,Nur-Sultan,Meat (beef),1911.0
2019-11-15,Almaty,Potatoes,106.0
2019-11-15,Almaty,Wheat flour (first grade),219.0
2019-11-15,Almaty,Meat (beef),2134.0
2019-11-15,Almaty,Milk,250.0
2019-11-15,Almaty,Oil (sunflower),438.0
2019-11-15,Kostanay,Potatoes,83.0
2019-11-15,Kostanay,Meat (beef),1630.0
2019-11-15,Kostanay,Oil (sunflower),436.0
2019-11-15,Aktau,Potatoes,129.0
2019-11-15,Aktau,Wheat flour (first grade),229.0
2019-11-15,Aktau,Meat (beef),1718.0
2019-11-15,Aktau,Oil (sunflower),487.0
2019-12-15,Nur-Sultan,Potatoes,103.0
2019-12-15,Nur-Sultan,Wheat flour (first grade),230.0
2019-12-15,Nur-Sultan,Meat (beef),1924.0
2019-12-15,Nur-Sultan,Oil (sunflower),467.0
2019-12-15,Almaty,Potatoes,114.0
2019-12-15,Almaty,Meat (beef),2134.0
2019-12-15,Almaty,Milk,252.0
2019-12-15,Almaty,Oil (sunflower),438.0
2019-12-15,Kostanay,Potatoes,81.0
2019-12-15,Kostanay,Meat (beef),1630.0
2019-12-15,Kostanay,Milk,165.0
2019-12-15,Aktau,Potatoes,126.0
2019-12-15,Aktau,Wheat flour (first grade),234.0
2019-12-15,Aktau,Meat (beef),1718.0
2019-12-15,Aktau,Oil (sunflower),488.0
2020-01-15,Nur-Sultan,Potatoes,99.0
2020-01-15,Nur-Sultan,Meat (beef),1959.0
2020-01-15,Nur-Sultan,Oil (sunflower),469.0
2020-01-15,Almaty,Potatoes,116.0
2020-01-15,Almaty,Wheat flour (first grade),220.0
2020-01-15,Almaty,Meat (beef),2142.0
2020-01-15,Almaty,Milk,255.0
2020-01-15,Kostanay,Potatoes,80.0
2020-01-15,Kostanay,Meat (beef),1630.0
2020-01-15,Kostanay,Milk,165.0
2020-01-15,Kostanay,Oil (sunflower),436.0
2020-01-15,Aktau,Potatoes,128.0
2020-01-15,Aktau,Wheat flour (first grade),237.0
2020-01-15,Aktau,Meat (beef),1733.0
2020-02-15,Nur-Sultan,Potatoes,100.0
2020-02-15,Nur-Sultan,Meat (beef),2046.0
2020-02-15,Nur-Sultan,Oil (sunflower),472.0
2020-02-15,Almaty,Potatoes,120.0
2020-02-15,Almaty,Wheat flour (first grade),220.0
2020-02-15,Almaty,Meat (beef),2144.0
2020-02-15,Almaty,Milk,257.0
2020-02-15,Kostanay,Potatoes,81.0
2020-02-15,Kostanay,Meat (beef),1653.0
2020-02-15,Kostanay,Milk,165.0
2020-02-15,Kostanay,Oil (sunflower),436.0
2020-02-15,Aktau,Potatoes,128.0
2020-02-15,Aktau,Meat (beef),1764.0
2020-02-15,Aktau,Oil (sunflower),488.0
2020-03-15,Nur-Sultan,Potatoes,137.0
2020-03-15,Nur-Sultan,Meat (beef),2113.0
2020-03-15,Nur-Sultan,Oil (sunflower),468.0
2020-03-15,Almaty,Potatoes,143.0
2020-03-15,Almaty,Wheat flour (first grade),224.0
2020-03-15,Almaty,Meat (beef),2169.0
2020-03-15,Almaty,Milk,260.0
2020-03-15,Almaty,Oil (sunflower),434.0
2020-03-15,Kostanay,Potatoes,85.0
2020-03-15,Kostanay,Wheat flour (first grade),146.0
2020-03-15,Kostanay,Meat (beef),1690.0
2020-03-15,Kostanay,Milk,165.0
2020-03-15,Aktau,Potatoes,132.0
2020-03-15,Aktau,Wheat flour (first grade),239.0
2020-03-15,Aktau,Meat (beef),1791.0
2020-03-15,Aktau,Oil (sunflower),494.0
2020-04-15,Nur-Sultan,Potatoes,150.0
2020-04-15,Nur-Sultan,Meat (beef),2112.0
2020-04-15,Nur-Sultan,Oil (sunflower),476.0
2020-04-15,Almaty,Potatoes,169.0
2020-04-15,Almaty,Wheat flour (first grade),213.0
2020-04-15,Almaty,Meat (beef),2169.0
2020-04-15,Almaty,Milk,261.0
2020-04-15,Almaty,Oil (sunflower),434.0
2020-04-15,Kostanay,Potatoes,96.0
2020-04-15,Kostanay,Wheat flour (first grade),146.0
2020-04-15,Kostanay,Meat (beef),1690.0
2020-04-15,Kostanay,Milk,165.0
2020-04-15,Kostanay,Oil (sunflower),430.0
2020-04-15,Aktau,Potatoes,143.0
2020-04-15,Aktau,Wheat flour (first grade),233.0
2020-04-15,Aktau,Meat (beef),1812.0
2020-04-15,Aktau,Oil (sunflower),484.0
2020-05-15,Nur-Sultan,Potatoes,167.0
2020-05-15,Nur-Sultan,Wheat flour (first grade),235.0
2020-05-15,Nur-Sultan,Meat (beef),2136.0
2020-05-15,Nur-Sultan,Oil (sunflower),473.0
2020-05-15,Almaty,Potatoes,179.0
2020-05-15,Almaty,Wheat flour (first grade),213.0
2020-05-15,Almaty,Meat (beef),2149.0
2020-05-15,Almaty,Milk,261.0
2020-05-15,Kostanay,Potatoes,106.0
2020-05-15,Kostanay,Meat (beef),1793.0
2020-05-15,Kostanay,Oil (sunflower),430.0
2020-05-15,Aktau,Potatoes,159.0
2020-05-15,Aktau,Wheat flour (first grade),233.0
2020-05-15,Aktau,Meat (beef),1847.0
2020-05-15,Aktau,Oil (sunflower),484.0
2020-06-15,Nur-Sultan,Potatoes,205.0
2020-06-15,Nur-Sultan,Meat (beef),2124.0
2020-06-15,Nur-Sultan,Oil (sunflower),474.0
2020-06-15,Almaty,Potatoes,172.0
2020-06-15,Almaty,Wheat flour (first grade),213.0
2020-06-15,Almaty,Meat (beef),2107.0
2020-06-15,Almaty,Milk,261.0
2020-06-15,Almaty,Oil (sunflower),436.0
2020-06-15,Kostanay,Potatoes,115.0
2020-06-15,Kostanay,Meat (beef),1811.0
2020-06-15,Kostanay,Oil (sunflower),430.0
2020-06-15,Aktau,Potatoes,195.0
2020-06-15,Aktau,Wheat flour (first grade),233.0
2020-06-15,Aktau,Meat (beef),1860.0
2020-06-15,Aktau,Oil (sunflower),487.0
2020-07-15,Nur-Sultan,Potatoes,195.0
2020-07-15,Nur-Sultan,Wheat flour (first grade),250.0
2020-07-15,Nur-Sultan,Meat (beef),2132.0
2020-07-15,Nur-Sultan,Oil (sunflower),472.0
2020-07-15,Almaty,Potatoes,119.0
2020-07-15,Almaty,Meat (beef),2107.0
2020-07-15,Almaty,Milk,261.0
2020-07-15,Almaty,Oil (sunflower),436.0
2020-07-15,Kostanay,Potatoes,122.0
2020-07-15,Kostanay,Meat (beef),1811.0
2020-07-15,Kostanay,Milk,165.0
2020-07-15,Aktau,Potatoes,191.0
2020-07-15,Aktau,Meat (beef),1860.0
2020-07-15,Aktau,Oil (sunflower),487.0
2020-08-15,Nur-Sultan,Potatoes,115.0
2020-08-15,Nur-Sultan,Wheat flour (first grade),256.0
2020-08-15,Nur-Sultan,Meat (beef),2124.0
2020-08-15,Nur-Sultan,Oil (sunflower),492.0
2020-08-15,Almaty,Potatoes,98.0
2020-08-15,Almaty,Meat (beef),2118.0
2020-08-15,Almaty,Milk,261.0
2020-08-15,Almaty,Oil (sunflower),478.0
2020-08-15,Kostanay,Potatoes,106.0
2020-08-15,Kostanay,Meat (beef),1811.0
2020-08-15,Kostanay,Milk,165.0
2020-08-15,Aktau,Potatoes,171.0
2020-08-15,Aktau,Wheat flour (first grade),240.0
2020-08-15,Aktau,Meat (beef),1870.0
2020-08-15,Aktau,Oil (sunflower),493.0
2020-09-15,Nur-Sultan,Potatoes,94.0
2020-09-15,Nur-Sultan,Wheat flour (first grade),256.0
2020-09-15,Nur-Sultan,Meat (beef),2192.0
2020-09-15,Nur-Sultan,Oil (sunflower),497.0
2020-09-15,Almaty,Potatoes,93.0
2020-09-15,Almaty,Meat (beef),2129.0
2020-09-15,Almaty,Milk,261.0
2020-09-15,Almaty,Oil (sunflower),478.0
2020-09-15,Kostanay,Potatoes,92.0
2020-09-15,Kostanay,Meat (beef),1834.0
2020-09-15,Kostanay,Milk,165.0
2020-09-15,Aktau,Potatoes,158.0
2020-09-15,Aktau,Wheat flour (first grade),237.0
2020-09-15,Aktau,Meat (beef),1870.0
2020-10-15,Nur-Sultan,Potatoes,112.0
2020-10-15,Nur-Sultan,Meat (beef),2196.0
2020-10-15,Nur-Sultan,Oil (sunflower),517.0
2020-10-15,Almaty,Potatoes,98.0
2020-10-15,Almaty,Meat (beef),2129.0
2020-10-15,Almaty,Milk,266.0
2020-10-15,Kostanay,Potatoes,93.0
2020-10-15,Kostanay,Wheat flour (first grade),159.0
2020-10-15,Kostanay,Meat (beef),1834.0
2020-10-15,Kostanay,Milk,165.0
2020-10-15,Kostanay,Oil (sunflower),442.0
2020-10-15,Aktau,Potatoes,152.0
2020-10-15,Aktau,Wheat flour (first grade),241.0
2020-10-15,Aktau,Meat (beef),1870.0
2020-11-15,Nur-Sultan,Potatoes,124.0
2020-11-15,Nur-Sultan,Meat (beef),2196.0
2020-11-15,Nur-Sultan,Oil (sunflower),547.0
2020-11-15,Almaty,Potatoes,110.0
2020-11-15,Almaty,Meat (beef),2141.0
2020-11-15,Almaty,Milk,268.0
2020-11-15,Kostanay,Potatoes,104.0
2020-11-15,Kostanay,Meat (beef),1834.0
2020-11-15,Kostanay,Milk,166.0
2020-11-15,Kostanay,Oil (sunflower),514.0
2020-11-15,Aktau,Potatoes,147.0
2020-11-15,Aktau,Wheat flour (first grade),241.0
2020-11-15,Aktau,Meat (beef),1875.0
